genus,species,habit,scheme_3_root,scheme_3_stem
Tulipa,Tulipa hoogiana,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa humilis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa hungarica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa iliensis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa ingens,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa intermedia,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa ivasczenkoae,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa jacquesii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa julia,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa kaufmanniana,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa kolbintsevii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa kolpakowskiana,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa korolkowii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa kosovarica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa koyuncui,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa kuschkensis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa lanata,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa lehmanniana,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa lemmersii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa linifolia,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa montana,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa orithyioides,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa orphanidea,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa ostrowskiana,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa persica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa platystemon,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa praestans,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa regelii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa saxatilis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa scardica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa scharipovii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa schmidtii,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa serbica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa sinkiangensis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa sosnowskyi,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa sprengeri,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa suaveolens,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa subquinquefolia,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa sylvestris,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa systola,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa talassica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa tetraphylla,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa turgaica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa turkestanica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa ulophylla,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa undulatifolia,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa uniflora,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa urumiensis,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa uzbekistanica,geophyte bulb,normal_rt,bulb
Tulipa,Tulipa vvedenskyi,geophyte bulb,normal_rt,bulb
Campynema,Campynema lineare,hemicr,normal_rt,none
Campynemanthe,Campynemanthe neocaledonica,hemicr cham,normal_rt,rhizome
Campynemanthe,Campynemanthe parva,hemicr,normal_rt,rhizome
Campynemanthe,Campynemanthe viridiflora,hemicr cham,normal_rt,rhizome
Ripogonum,Ripogonum album,cl.,normal_rt,rhizome
Ripogonum,Ripogonum brevifolium,nanophan,normal_rt,rhizome
Ripogonum,Ripogonum discolor,nanophan,normal_rt,rhizome
Ripogonum,Ripogonum elseyanum,cl.,normal_rt,rhizome
Ripogonum,Ripogonum fawcettianum,cl.,normal_rt,rhizome
Ripogonum,Ripogonum scandens,cl.,normal_rt,rhizome
Arachnitis,Arachnitis uniflora,hemicr holomycotroph,rt_tuber_disc,none
Corsia,Corsia acuminata,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia arfakensis,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia boridiensis,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia brassii,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia clypeata,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia cordata,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia cornuta,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia crenata,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia cyclopensis,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia dispar,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia haianjensis,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia huonensis,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia lamellata,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia merimantaensis,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia ornata,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia papuana,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia purpurata,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia pyramidata,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia resiensis,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia torricellensis,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia triceratops,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia unguiculata,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia viridopurpurea,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia wiakabui,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsia,Corsia wubungu,geophyte rhizome holomycotroph,normal_rt,rhizome
Corsiopsis,Corsiopsis chinensis,holomycotroph,NA,NA
Lapageria,Lapageria rosea,cl. cham,normal_rt,rhizome
Philesia,Philesia magellanica,cham nanophan,normal_rt,rhizome
